"VideoAnalysis: Time (s)","VideoAnalysis: X (cm)","VideoAnalysis: Y (cm)","VideoAnalysis: X Velocity (cm/s)","VideoAnalysis: Y Velocity (cm/s)"
0.352132087365,38.3931821387,2.1879350418,232.343006722,89.3100928007
0.358397782869,39.8341003221,2.73268794986,213.244824503,110.071689391
0.364663478374,41.0795533436,3.51412367367,190.993125117,136.224783073
0.370929173879,42.2132512833,4.47360266461,169.267011926,157.110711881
0.377194869383,43.2079989883,5.53803794908,145.805899147,169.824623086
0.383460564888,44.0637964585,6.60927202179,118.518744932,179.693963848
0.389726260393,44.7288029336,7.78163806963,86.2583019944,189.150747705
0.395991955898,45.1201581819,9.01561813593,57.3830862664,192.198770868
0.402257651402,45.4052823639,10.228351989,35.19355299,188.600671831
0.408523346907,45.5710028274,11.4113411434,13.0548828937,178.746401641
0.414789042412,45.5416830531,12.464728397,-4.7057860705,168.470155438
0.421054737916,45.5059894148,13.5402117124,-20.7276878037,155.375712293
0.427320433421,45.288428191,14.3994085767,-36.2108165921,143.366350324
0.433586128926,44.9943805994,15.3435902941,-42.7062330737,130.294513037
0.43985182443,44.739001116,16.0668113936,-46.4399672578,112.307785494
0.446117519935,44.4156337501,16.713121201,-49.8515679678,99.3678157112
0.45238321544,44.1245606284,17.3292613857,-53.8000578012,83.9920647475
0.458648910945,43.7310807588,17.757585045,-55.7309748237,69.9462917524
0.464914606449,43.3635212694,18.209279539,-48.9454498333,55.0791725897
0.471180301954,43.1463849698,18.4616845526,-45.633691662,38.8330960998
0.477445997459,42.8251422253,18.6783959278,-47.1388650288,24.6950158519
0.483711692963,42.5357688006,18.7527576743,-46.3683820413,12.376707159
0.489977388468,42.2625424981,18.8810848024,-48.3350916721,-5.83796278321
0.496243083973,41.8966827057,18.6928433529,-45.9313354567,-26.0570187859
0.502508779478,41.7169397415,18.4833556901,-47.0597445265,-36.9681128292
0.508774474982,41.3200604777,18.2691938604,-50.3752703407,-52.6471590521
0.515040170487,41.0221885678,17.8310969429,-45.2569273649,-68.7877415389
0.521305865992,40.8313975727,17.3768529034,-50.1868881922,-81.66177757
0.527571561496,40.3482586831,16.8240264343,-49.0358732646,-96.4554276948
0.533837257001,40.1923114777,16.1857901879,-45.6110858042,-113.886427899
0.540102952506,39.845148353,15.3771593111,-50.7802919601,-129.205664218
0.54636864801,39.5421773519,14.5935989659,-53.8490371598,-147.727397063
0.552634343515,39.1295758903,13.5138664079,-52.1875066097,-163.809581083
0.55890003902,38.8843945893,12.4927733985,-49.3598905601,-173.245642904
0.565165734525,38.5657013904,11.3505769735,-53.2424466415,-183.772437364
0.571431430029,38.179020309,10.2232528978,-52.0254979619,-199.095441326
0.577697125534,37.8756243836,8.87964237105,-46.3872202562,-217.912934144
0.583962821039,37.6427658862,7.46931873467,-46.3608467554,-233.83687716
0.590228516543,37.330021627,5.91367099956,-51.6110572351,-238.832771739
0.596494212048,36.9543885765,4.43535948074,-52.0126879758,-233.328622123
0.602759907553,36.6926352291,2.66257544609,-54.4791754467,-183.15925347
0.609025603058,36.2817334646,2.3077636846,-59.9771084518,-116.879820239
